id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,is_ppi,curator,directionality,classification
681,CPI-SS0BF0C1270,926,791,CellChatDB_v1,user_curated,,NigelHo,,
682,CPI-SS0EA76CB45,795,791,CellChatDB_v1,user_curated,,NigelHo,,
683,CPI-SS062D13326,79,791,CellChatDB_v1,user_curated,,NigelHo,,
684,CPI-SS0DBFB8BEA,335,791,CellChatDB_v1,user_curated,,NigelHo,,
685,CPI-SS00466EB50,635,791,CellChatDB_v1,user_curated,,NigelHo,,
686,CPI-SS0FC0BF00C,889,791,CellChatDB_v1,user_curated,,NigelHo,,
687,CPI-SS0FE160B7D,434,791,CellChatDB_v1,user_curated,,NigelHo,,
688,CPI-SS02AC3AA8A,664,791,CellChatDB_v1,user_curated,,NigelHo,,
689,CPI-SS052BBD9F9,287,791,CellChatDB_v1,user_curated,,NigelHo,,
690,CPI-SS0B2FB23BC,397,791,CellChatDB_v1,user_curated,,NigelHo,,
691,CPI-SS0569F0E0D,398,791,CellChatDB_v1,user_curated,,NigelHo,,
692,CPI-SS0ABF41CAA,582,791,CellChatDB_v1,user_curated,,NigelHo,,
693,CPI-SS02A339E2D,691,791,CellChatDB_v1,user_curated,,NigelHo,,
694,CPI-SS0911EECCC,303,791,CellChatDB_v1,user_curated,,NigelHo,,
695,CPI-SS0B075C57B,726,791,CellChatDB_v1,user_curated,,NigelHo,,
696,CPI-SS0A145A3A4,213,791,CellChatDB_v1,user_curated,,NigelHo,,
697,CPI-SS038FC8D52,62,791,CellChatDB_v1,user_curated,,NigelHo,,
698,CPI-SS09B2616F7,94,791,CellChatDB_v1,user_curated,,NigelHo,,
699,CPI-SS0E555F91F,336,57,CellChatDB_v1,user_curated,,NigelHo,,
700,CPI-SS0B03ACD14,304,57,CellChatDB_v1,user_curated,,NigelHo,,
701,CPI-SS028832905,374,57,CellChatDB_v1,user_curated,,NigelHo,,
702,CPI-SS0F6F1C29E,689,57,CellChatDB_v1,user_curated,,NigelHo,,
703,CPI-SS0FD442A0E,690,57,CellChatDB_v1,user_curated,,NigelHo,,
704,CPI-SS0F60C6D89,926,57,CellChatDB_v1,user_curated,,NigelHo,,
705,CPI-SS004B1EBD1,795,57,CellChatDB_v1,user_curated,,NigelHo,,
706,CPI-SS010BB499F,335,57,CellChatDB_v1,user_curated,,NigelHo,,
707,CPI-SS0D4403860,635,57,CellChatDB_v1,user_curated,,NigelHo,,
708,CPI-SS0251837CE,40,57,CellChatDB_v1,user_curated,,NigelHo,,
709,CPI-SS08EDBE5D5,1047,57,CellChatDB_v1,user_curated,,NigelHo,,
710,CPI-SS0D7D5C9CD,889,57,CellChatDB_v1,user_curated,,NigelHo,,
711,CPI-SS010994B83,59,57,CellChatDB_v1,user_curated,,NigelHo,,
712,CPI-SS087BEB1C9,333,57,CellChatDB_v1,user_curated,,NigelHo,,
713,CPI-SS019381277,689,576,CellChatDB_v1,user_curated,,NigelHo,,
714,CPI-SS0F5AA0D9B,690,576,CellChatDB_v1,user_curated,,NigelHo,,
715,CPI-SS0CF0E4DE9,335,576,CellChatDB_v1,user_curated,,NigelHo,,
716,CPI-SS0E33AEA42,1054,576,CellChatDB_v1,user_curated,,NigelHo,,
717,CPI-SS04C8F4B87,689,983,CellChatDB_v1,user_curated,,NigelHo,,
718,CPI-SS024FD427A,926,983,CellChatDB_v1,user_curated,,NigelHo,,
719,CPI-SS00AEC3818,931,983,CellChatDB_v1,user_curated,,NigelHo,,
720,CPI-SS0ECD9BB5E,56,983,CellChatDB_v1,user_curated,,NigelHo,,
721,CPI-SS035EAEFD1,434,983,CellChatDB_v1,user_curated,,NigelHo,,
722,CPI-SS0CCD89E02,78,983,CellChatDB_v1,user_curated,,NigelHo,,
723,CPI-SS0BFCF6B11,1054,597,CellChatDB_v1,user_curated,,NigelHo,,
724,CPI-SS0BCCA6596,993,597,CellChatDB_v1,user_curated,,NigelHo,,
725,CPI-SS0079E2156,688,639,CellChatDB_v1,user_curated,,NigelHo,,
726,CPI-SS09239FB26,931,516,CellChatDB_v1,user_curated,,NigelHo,,
727,CPI-SS06C0074BD,56,516,CellChatDB_v1,user_curated,,NigelHo,,
728,CPI-SS0B784A03E,434,640,CellChatDB_v1,user_curated,,NigelHo,,
729,CPI-SS039863E62,78,641,CellChatDB_v1,user_curated,,NigelHo,,
730,CPI-SS0C62E5DD8,287,448,CellChatDB_v1,user_curated,,NigelHo,,
731,CPI-SS040630206,397,448,CellChatDB_v1,user_curated,,NigelHo,,
732,CPI-SS0D04AE221,398,448,CellChatDB_v1,user_curated,,NigelHo,,
733,CPI-SS0BC034428,582,448,CellChatDB_v1,user_curated,,NigelHo,,
734,CPI-SS03818E1DD,691,448,CellChatDB_v1,user_curated,,NigelHo,,
735,CPI-SS0698C4DC4,303,448,CellChatDB_v1,user_curated,,NigelHo,,
736,CPI-SS08102DC9E,287,449,CellChatDB_v1,user_curated,,NigelHo,,
737,CPI-SS0F562FEA5,397,449,CellChatDB_v1,user_curated,,NigelHo,,
738,CPI-SS09185EA8F,398,449,CellChatDB_v1,user_curated,,NigelHo,,
739,CPI-SS00270ECE6,582,449,CellChatDB_v1,user_curated,,NigelHo,,
740,CPI-SS093B46106,691,449,CellChatDB_v1,user_curated,,NigelHo,,
741,CPI-SS0315F51DD,303,449,CellChatDB_v1,user_curated,,NigelHo,,
742,CPI-SS0C491A3C1,211,449,CellChatDB_v1,user_curated,,NigelHo,,
743,CPI-SS09A1EB4B3,726,622,CellChatDB_v1,user_curated,,NigelHo,,
744,CPI-SS080683E15,213,622,CellChatDB_v1,user_curated,,NigelHo,,
745,CPI-SS09FAC4977,62,622,CellChatDB_v1,user_curated,,NigelHo,,
746,CPI-SS0CD2CFF62,94,622,CellChatDB_v1,user_curated,,NigelHo,,
747,CPI-SS03DC18121,1669,622,CellChatDB_v1,user_curated,,NigelHo,,
748,CPI-SS01A6823FA,212,622,CellChatDB_v1,user_curated,,NigelHo,,
749,CPI-SS0747FCACD,62,1339,CellChatDB_v1,user_curated,,NigelHo,,
750,CPI-SS0976BA7F0,611,1339,CellChatDB_v1,user_curated,,NigelHo,,
751,CPI-SS018633D28,1563,1339,CellChatDB_v1,user_curated,,NigelHo,,
752,CPI-SS0C2437E0D,94,518,CellChatDB_v1,user_curated,,NigelHo,,
753,CPI-SS0A28DCA72,611,678,CellChatDB_v1,user_curated,,NigelHo,,
754,CPI-SS0B1535576,960,54,CellChatDB_v1,user_curated,,NigelHo,,
755,CPI-SC0BC4D1657,1563,1790,CellChatDB_v1,user_curated,,NigelHo,,
756,CPI-SC0E25DC0DF,1563,1788,CellChatDB_v1,user_curated,,NigelHo,,
757,CPI-SC0EFABEE2A,1563,1789,CellChatDB_v1,user_curated,,NigelHo,,
758,CPI-SS0388C9C86,684,620,CellChatDB_v1,user_curated,,NigelHo,,
759,CPI-SS07EF9679E,608,598,CellChatDB_v1,user_curated,,NigelHo,,
760,CPI-SS0E29693E6,1015,598,CellChatDB_v1,user_curated,,NigelHo,,
761,CPI-SC020BD7894,677,1840,CellChatDB_v1,user_curated,,NigelHo,,
762,CPI-SC0DB82495E,677,1848,CellChatDB_v1,user_curated,,NigelHo,,
763,CPI-SC016507EBA,239,1853,CellChatDB_v1,user_curated,,NigelHo,,
764,CPI-SS0A7716986,239,445,CellChatDB_v1,user_curated,,NigelHo,,
765,CPI-SC0AD240CA6,239,1851,CellChatDB_v1,user_curated,,NigelHo,,
766,CPI-SC03228DED2,535,1851,CellChatDB_v1,user_curated,,NigelHo,,
767,CPI-SC0B94C2129,239,1852,CellChatDB_v1,user_curated,,NigelHo,,
768,CPI-SC09AEB7BC5,535,1852,CellChatDB_v1,user_curated,,NigelHo,,
769,CPI-SC0C9C0FD4D,332,1857,CellChatDB_v1,user_curated,,NigelHo,,
770,CPI-SC0E7C6A857,354,1858,CellChatDB_v1,user_curated,,NigelHo,,
771,CPI-SC0033B2F18,566,1832,CellChatDB_v1,user_curated,,NigelHo,,
772,CPI-SC02AE64AD9,971,1841,CellChatDB_v1,user_curated,,NigelHo,,
773,CPI-SC00969933B,899,1856,CellChatDB_v1,user_curated,,NigelHo,,
774,CPI-SC0A02CF88B,278,1850,CellChatDB_v1,user_curated,,NigelHo,,
775,CPI-SC0C26F0A06,240,1854,CellChatDB_v1,user_curated,,NigelHo,,
776,CPI-SC0626CA95C,223,1795,CellChatDB_v1,user_curated,,NigelHo,,
777,CPI-SS05CA5408F,535,687,CellChatDB_v1,user_curated,,NigelHo,,
778,CPI-SS066FBE098,535,772,CellChatDB_v1,user_curated,,NigelHo,,
779,CPI-SC04C7B8E54,242,1855,CellChatDB_v1,user_curated,,NigelHo,,
780,CPI-SC0C5BC84E1,410,1830,CellChatDB_v1,user_curated,,NigelHo,,
781,CPI-CC0149A8291,1757,1831,CellChatDB_v1,user_curated,,NigelHo,,
782,CPI-CC094D5F099,1758,1846,CellChatDB_v1,user_curated,,NigelHo,,
783,CPI-CC0C606EC62,1759,1847,CellChatDB_v1,user_curated,,NigelHo,,
784,CPI-SC0C9177061,1499,1849,CellChatDB_v1,user_curated,,NigelHo,,
785,CPI-SC0E2DF6790,459,1792,CellChatDB_v1,user_curated,,NigelHo,,
786,CPI-SC094E3C5FA,1016,1792,CellChatDB_v1,user_curated,,NigelHo,,
787,CPI-SC0EEB1D37E,1423,1886,CellChatDB_v1,user_curated,,NigelHo,,
788,CPI-SC053D54EC4,352,1886,CellChatDB_v1,user_curated,,NigelHo,,
789,CPI-SC07B366F4D,341,1886,CellChatDB_v1,user_curated,,NigelHo,,
790,CPI-SC0ADFA7301,341,1898,CellChatDB_v1,user_curated,,NigelHo,,
791,CPI-SC04A41B5DD,433,1829,CellChatDB_v1,user_curated,,NigelHo,,
792,CPI-SC0AEF8375B,1026,1844,CellChatDB_v1,user_curated,,NigelHo,,
793,CPI-SC00DF99145,1001,1844,CellChatDB_v1,user_curated,,NigelHo,,
794,CPI-SC0B935CE0D,737,1844,CellChatDB_v1,user_curated,,NigelHo,,
795,CPI-SC0355D7655,1001,1843,CellChatDB_v1,user_curated,,NigelHo,,
796,CPI-SC0B890322F,737,1843,CellChatDB_v1,user_curated,,NigelHo,,
797,CPI-SC0E42DCC2D,955,1842,CellChatDB_v1,user_curated,,NigelHo,,
798,CPI-SC0CCAF3965,988,1845,CellChatDB_v1,user_curated,,NigelHo,,
799,CPI-SC0BDB0F96D,192,1837,CellChatDB_v1,user_curated,,NigelHo,,
800,CPI-SC029787A33,193,1837,CellChatDB_v1,user_curated,,NigelHo,,
801,CPI-SS06DFB4087,192,469,CellChatDB_v1,user_curated,,NigelHo,,
802,CPI-SS0275F086A,193,469,CellChatDB_v1,user_curated,,NigelHo,,
803,CPI-SC0D63BC91D,1025,1839,CellChatDB_v1,user_curated,,NigelHo,,
804,CPI-SC0A4988334,1005,1839,CellChatDB_v1,user_curated,,NigelHo,,
805,CPI-SC0C593C91A,1006,1839,CellChatDB_v1,user_curated,,NigelHo,,
806,CPI-SC01CAB5A8E,884,1839,CellChatDB_v1,user_curated,,NigelHo,,
807,CPI-SC065F0229E,1004,1836,CellChatDB_v1,user_curated,,NigelHo,,
808,CPI-SC04217091E,762,1836,CellChatDB_v1,user_curated,,NigelHo,,
809,CPI-SC08C15D3AF,136,1838,CellChatDB_v1,user_curated,,NigelHo,,
810,CPI-SC0BE0731F2,790,1834,CellChatDB_v1,user_curated,,NigelHo,,
811,CPI-SC08C9DD1D0,914,1834,CellChatDB_v1,user_curated,,NigelHo,,
812,CPI-CC008CD43C6,1760,1834,CellChatDB_v1,user_curated,,NigelHo,,
813,CPI-SS030D85815,1498,994,CellChatDB_v1,user_curated,,NigelHo,,
814,CPI-SC03C5C27AB,1009,1835,CellChatDB_v1,user_curated,,NigelHo,,
815,CPI-SC055238BE4,959,1833,CellChatDB_v1,user_curated,,NigelHo,,
816,CPI-SS015162AFC,834,256,CellChatDB_v1,user_curated,,NigelHo,,
817,CPI-SS0AB1F04A0,290,256,CellChatDB_v1,user_curated,,NigelHo,,
818,CPI-SS0BE275E5E,1497,1393,CellChatDB_v1,user_curated,,NigelHo,,
819,CPI-SS00802466B,1476,1393,CellChatDB_v1,user_curated,,NigelHo,,
820,CPI-SS0A57F3A6F,1477,1393,CellChatDB_v1,user_curated,,NigelHo,,
821,CPI-SS0AEF35434,1478,1393,CellChatDB_v1,user_curated,,NigelHo,,
822,CPI-SS0810192B6,1472,1393,CellChatDB_v1,user_curated,,NigelHo,,
823,CPI-SS0F351D6E4,1473,1393,CellChatDB_v1,user_curated,,NigelHo,,
824,CPI-SS08FEB1857,1479,1393,CellChatDB_v1,user_curated,,NigelHo,,
825,CPI-SS098017A02,1474,1393,CellChatDB_v1,user_curated,,NigelHo,,
826,CPI-SS0C63AE736,1475,1393,CellChatDB_v1,user_curated,,NigelHo,,
827,CPI-SS0A5C33CA6,1480,1393,CellChatDB_v1,user_curated,,NigelHo,,
828,CPI-SS0E948800A,1481,1393,CellChatDB_v1,user_curated,,NigelHo,,
829,CPI-SS08A9FD780,1482,1393,CellChatDB_v1,user_curated,,NigelHo,,
830,CPI-SS00DBD4BD6,1483,1393,CellChatDB_v1,user_curated,,NigelHo,,
831,CPI-SS0152F84BA,1484,1393,CellChatDB_v1,user_curated,,NigelHo,,
832,CPI-SS0BC578C28,1485,1393,CellChatDB_v1,user_curated,,NigelHo,,
833,CPI-SS087A17AD6,194,392,CellChatDB_v1,user_curated,,NigelHo,,
834,CPI-SS0ACD3CCEE,169,311,CellChatDB_v1,user_curated,,NigelHo,,
835,CPI-SS0A606E2DA,169,371,CellChatDB_v1,user_curated,,NigelHo,,
836,CPI-SS00689751B,168,371,CellChatDB_v1,user_curated,,NigelHo,,
837,CPI-SS0DC2DD9D7,564,565,CellChatDB_v1,user_curated,,NigelHo,,
838,CPI-SS08376F0E6,295,920,CellChatDB_v1,user_curated,,NigelHo,,
839,CPI-SC072DC43BC,190,1826,CellChatDB_v1,user_curated,,NigelHo,,
840,CPI-SC0C43C3D80,230,1826,CellChatDB_v1,user_curated,,NigelHo,,
841,CPI-SC06B0D7F62,1010,1826,CellChatDB_v1,user_curated,,NigelHo,,
842,CPI-SC0F6720586,844,1826,CellChatDB_v1,user_curated,,NigelHo,,
843,CPI-SC0CA467C0C,1752,1826,CellChatDB_v1,user_curated,,NigelHo,,
844,CPI-SC01DF6CFB2,183,1826,CellChatDB_v1,user_curated,,NigelHo,,
845,CPI-SC068B4CF8C,232,1826,CellChatDB_v1,user_curated,,NigelHo,,
846,CPI-SC015FEEF3C,187,1826,CellChatDB_v1,user_curated,,NigelHo,,
847,CPI-SC0FC070A67,231,1826,CellChatDB_v1,user_curated,,NigelHo,,
848,CPI-SC08104C206,185,1826,CellChatDB_v1,user_curated,,NigelHo,,
849,CPI-SC00BBCDBA8,520,1826,CellChatDB_v1,user_curated,,NigelHo,,
850,CPI-SC08A5DFAC5,184,1826,CellChatDB_v1,user_curated,,NigelHo,,
851,CPI-SC051716472,1753,1826,CellChatDB_v1,user_curated,,NigelHo,,
852,CPI-SC057E39D31,188,1826,CellChatDB_v1,user_curated,,NigelHo,,
853,CPI-SC05CA31A6C,233,1826,CellChatDB_v1,user_curated,,NigelHo,,
854,CPI-SC0E90FAE8E,189,1826,CellChatDB_v1,user_curated,,NigelHo,,
855,CPI-SC02F41EC58,186,1826,CellChatDB_v1,user_curated,,NigelHo,,
856,CPI-SC037A3C6FD,191,1827,CellChatDB_v1,user_curated,,NigelHo,,
857,CPI-SS04B4619D0,181,395,CellChatDB_v1,user_curated,,NigelHo,,
858,CPI-SS084BE3E4B,180,395,CellChatDB_v1,user_curated,,NigelHo,,
859,CPI-SS0E7D5974D,181,403,CellChatDB_v1,user_curated,,NigelHo,,
860,CPI-SS07D9A48A2,180,403,CellChatDB_v1,user_curated,,NigelHo,,
861,CPI-SS0110361CB,180,895,CellChatDB_v1,user_curated,,NigelHo,,
862,CPI-SS019C98396,86,895,CellChatDB_v1,user_curated,,NigelHo,,
863,CPI-SS08330207B,842,895,CellChatDB_v1,user_curated,,NigelHo,,
864,CPI-SS0879B8E95,140,895,CellChatDB_v2,user_curated,,NigelHo,,
865,CPI-CS09CD22D8B,1761,554,CellChatDB_v1,user_curated,,NigelHo,,
866,CPI-SS0859C173B,86,554,CellChatDB_v1,user_curated,,NigelHo,,
867,CPI-SS0D168412F,609,455,CellChatDB_v1,user_curated,,NigelHo,,
868,CPI-SS0B0CF0EDF,124,896,CellChatDB_v1,user_curated,,NigelHo,,
869,CPI-SS085A1A34C,632,42,CellChatDB_v1,user_curated,,NigelHo,,
870,CPI-SS05A8552D7,1436,1438,CellChatDB_v1,user_curated,,NigelHo,,
871,CPI-SS00797FD15,1436,1437,CellChatDB_v1,user_curated,,NigelHo,,
872,CPI-SS0EDD4928A,157,265,CellChatDB_v1,user_curated,,NigelHo,,
873,CPI-SS07ECA23F0,1533,265,CellChatDB_v1,user_curated,,NigelHo,,
874,CPI-SS0E4E83C2E,443,265,CellChatDB_v2,user_curated,,NigelHo,,
875,CPI-SS0AEAEEECB,409,265,CellChatDB_v2,user_curated,,NigelHo,,
876,CPI-SS0AA76E0E4,527,265,CellChatDB_v2,user_curated,,NigelHo,,
877,CPI-SS052127A00,157,229,CellChatDB_v1,user_curated,,NigelHo,,
878,CPI-SS0DE6EA82D,1533,229,CellChatDB_v1,user_curated,,NigelHo,,
879,CPI-SS0BE3867AB,409,229,CellChatDB_v1,user_curated,,NigelHo,,
880,CPI-SS0ED2573CA,65,1063,CellChatDB_v1,user_curated,,NigelHo,,
881,CPI-SS0F83BE97B,65,49,CellChatDB_v1,user_curated,,NigelHo,,
882,CPI-SS02EF3E1BA,84,981,CellChatDB_v1,user_curated,,NigelHo,,
883,CPI-SS01999882C,523,463,CellChatDB_v1,user_curated,,NigelHo,,
884,CPI-SS084306E19,524,478,CellChatDB_v1,user_curated,,NigelHo,,
885,CPI-SS0431D2256,573,724,CellChatDB_v1,user_curated,,NigelHo,,
886,CPI-SS04456F441,442,590,CellChatDB_v1,user_curated,,NigelHo,,
887,CPI-SS0FF51A757,1043,1057,CellChatDB_v1,user_curated,,NigelHo,,
888,CPI-SS0B89DD8C1,120,706,CellChatDB_v1,user_curated,,NigelHo,,
889,CPI-SS018FE2F97,1050,706,CellChatDB_v1,user_curated,,NigelHo,,
890,CPI-SS06BA9088E,120,68,CellChatDB_v1,user_curated,,NigelHo,,
891,CPI-SS07FEEF0C3,1050,68,CellChatDB_v1,user_curated,,NigelHo,,
892,CPI-SS0247B3C14,1050,916,CellChatDB_v1,user_curated,,NigelHo,,
893,CPI-SC05E214FE6,488,1863,CellChatDB_v1,user_curated,,NigelHo,,
894,CPI-SC0677EA6F2,208,1863,CellChatDB_v1,user_curated,,NigelHo,,
895,CPI-SC05292C6DA,217,1863,CellChatDB_v1,user_curated,,NigelHo,,
896,CPI-SC047F4F972,446,1863,CellChatDB_v1,user_curated,,NigelHo,,
897,CPI-SC0EC55B4F0,1739,1863,CellChatDB_v1,user_curated,,NigelHo,,
898,CPI-SC0C143F9FF,1738,1863,CellChatDB_v1,user_curated,,NigelHo,,
899,CPI-SC08B23CFF2,1740,1863,CellChatDB_v1,user_curated,,NigelHo,,
900,CPI-SC0E002A0F8,226,1863,CellChatDB_v1,user_curated,,NigelHo,,
901,CPI-SC0AB5FF255,488,1867,CellChatDB_v1,user_curated,,NigelHo,,
902,CPI-SC05305D021,305,1867,CellChatDB_v1,user_curated,,NigelHo,,
903,CPI-SC000BC04C0,1571,1867,CellChatDB_v1,user_curated,,NigelHo,,
904,CPI-SC0C61ED6F0,1359,1867,CellChatDB_v1,user_curated,,NigelHo,,
905,CPI-SC02224DC49,1361,1867,CellChatDB_v1,user_curated,,NigelHo,,
906,CPI-SC01AAC92CA,75,1867,CellChatDB_v1,user_curated,,NigelHo,,
907,CPI-SC0C7210A9D,208,1867,CellChatDB_v1,user_curated,,NigelHo,,
908,CPI-SC0D847D468,488,1875,CellChatDB_v1,user_curated,,NigelHo,,
909,CPI-SC0954EBC67,150,1875,CellChatDB_v1,user_curated,,NigelHo,,
910,CPI-SC0B35F197A,251,1875,CellChatDB_v1,user_curated,,NigelHo,,
911,CPI-SC004587FE0,257,1875,CellChatDB_v1,user_curated,,NigelHo,,
912,CPI-SC034014F94,243,1875,CellChatDB_v1,user_curated,,NigelHo,,
913,CPI-SC0AD6A5514,338,1875,CellChatDB_v1,user_curated,,NigelHo,,
914,CPI-SC0295BBB6B,940,1875,CellChatDB_v1,user_curated,,NigelHo,,
915,CPI-SC059986506,224,1875,CellChatDB_v1,user_curated,,NigelHo,,
916,CPI-SS0D9E45677,488,456,CellChatDB_v1,user_curated,,NigelHo,,
917,CPI-SS02AB0C3E0,305,363,CellChatDB_v1,user_curated,,NigelHo,,
918,CPI-SS0703338F5,41,363,CellChatDB_v1,user_curated,,NigelHo,,
919,CPI-SS0D4B1A2EB,197,363,CellChatDB_v1,user_curated,,NigelHo,,
920,CPI-SS0EF14F3FB,264,363,CellChatDB_v1,user_curated,,NigelHo,,
921,CPI-SS0F7ABB59F,198,363,CellChatDB_v1,user_curated,,NigelHo,,
922,CPI-SS043777F5A,200,363,CellChatDB_v1,user_curated,,NigelHo,,
923,CPI-SS0F7F596BE,272,363,CellChatDB_v1,user_curated,,NigelHo,,
924,CPI-SS0A0A848AA,703,363,CellChatDB_v1,user_curated,,NigelHo,,
925,CPI-SS023EECA44,648,363,CellChatDB_v1,user_curated,,NigelHo,,
926,CPI-SS0D3B30A25,1344,363,CellChatDB_v1,user_curated,,NigelHo,,
927,CPI-SS0BB7447E1,758,363,CellChatDB_v1,user_curated,,NigelHo,,
928,CPI-SS067FB30D1,323,363,CellChatDB_v1,user_curated,,NigelHo,,
929,CPI-SS0003E9638,324,363,CellChatDB_v1,user_curated,,NigelHo,,
930,CPI-SS0A3F9BF01,325,363,CellChatDB_v1,user_curated,,NigelHo,,
931,CPI-SS0095DDDBD,34,363,CellChatDB_v1,user_curated,,NigelHo,,
932,CPI-SS0BC25D2E0,33,363,CellChatDB_v1,user_curated,,NigelHo,,
933,CPI-SS00CD7382A,412,363,CellChatDB_v1,user_curated,,NigelHo,,
934,CPI-SS091A4326C,760,363,CellChatDB_v1,user_curated,,NigelHo,,
935,CPI-SS0C35F3E99,759,363,CellChatDB_v1,user_curated,,NigelHo,,
936,CPI-SS0EAB0009F,208,363,CellChatDB_v1,user_curated,,NigelHo,,
937,CPI-SS00F7EACDC,1539,363,CellChatDB_v1,user_curated,,NigelHo,,
938,CPI-SS0D7CBD601,1249,363,CellChatDB_v1,user_curated,,NigelHo,,
939,CPI-SS0EDC2FAC4,798,363,CellChatDB_v1,user_curated,,NigelHo,,
940,CPI-SS0306971B0,1540,363,CellChatDB_v1,user_curated,,NigelHo,,
941,CPI-SS0A182679F,1541,363,CellChatDB_v1,user_curated,,NigelHo,,
942,CPI-SS02341850C,1542,363,CellChatDB_v1,user_curated,,NigelHo,,
943,CPI-SS0C348F41A,1543,363,CellChatDB_v1,user_curated,,NigelHo,,
944,CPI-SS0C9AC0C8F,1544,363,CellChatDB_v1,user_curated,,NigelHo,,
945,CPI-SS0FBA87D93,314,363,CellChatDB_v1,user_curated,,NigelHo,,
946,CPI-SS0157AB7DA,1545,363,CellChatDB_v1,user_curated,,NigelHo,,
947,CPI-SS04E03BFC9,1546,363,CellChatDB_v1,user_curated,,NigelHo,,
948,CPI-SS0D329BE85,373,363,CellChatDB_v1,user_curated,,NigelHo,,
949,CPI-SC09792A924,305,1876,CellChatDB_v1,user_curated,,NigelHo,,
950,CPI-SC0E1EC0F8F,208,1876,CellChatDB_v1,user_curated,,NigelHo,,
951,CPI-SC023A6D89D,217,1876,CellChatDB_v1,user_curated,,NigelHo,,
952,CPI-SC04974BC0C,1433,1876,CellChatDB_v1,user_curated,,NigelHo,,
953,CPI-SC055A199D3,673,1876,CellChatDB_v1,user_curated,,NigelHo,,
954,CPI-SC0C179706F,305,1878,CellChatDB_v1,user_curated,,NigelHo,,
955,CPI-SC0E9CB3BAD,1676,1878,CellChatDB_v1,user_curated,,NigelHo,,
956,CPI-SC005F40EB4,217,1878,CellChatDB_v1,user_curated,,NigelHo,,
957,CPI-SC09E5867E1,1492,1878,CellChatDB_v1,user_curated,,NigelHo,,
958,CPI-SC0754461B9,305,1879,CellChatDB_v1,user_curated,,NigelHo,,
959,CPI-SC039182C10,208,1879,CellChatDB_v1,user_curated,,NigelHo,,
960,CPI-SC0FA4F8382,446,1879,CellChatDB_v1,user_curated,,NigelHo,,
961,CPI-SC075C86078,1739,1879,CellChatDB_v1,user_curated,,NigelHo,,
962,CPI-SC0E69A662C,1738,1879,CellChatDB_v1,user_curated,,NigelHo,,
963,CPI-SC061F80641,1740,1879,CellChatDB_v1,user_curated,,NigelHo,,
964,CPI-SC0BE060C5E,1433,1879,CellChatDB_v1,user_curated,,NigelHo,,
965,CPI-SC0987E4D44,305,1865,CellChatDB_v1,user_curated,,NigelHo,,
966,CPI-SC096DEDCBF,423,1865,CellChatDB_v1,user_curated,,NigelHo,,
967,CPI-SC01F62B83C,208,1865,CellChatDB_v1,user_curated,,NigelHo,,
968,CPI-SC030078C62,305,1872,CellChatDB_v1,user_curated,,NigelHo,,
969,CPI-SC0439B1BC6,197,1872,CellChatDB_v1,user_curated,,NigelHo,,
970,CPI-SC06A072FDD,264,1872,CellChatDB_v1,user_curated,,NigelHo,,
971,CPI-SC0C0FC1D69,198,1872,CellChatDB_v1,user_curated,,NigelHo,,
972,CPI-SC0DED2FAEA,200,1872,CellChatDB_v1,user_curated,,NigelHo,,
973,CPI-SC0B6869C82,272,1872,CellChatDB_v1,user_curated,,NigelHo,,
974,CPI-SC0BF8E97F4,703,1872,CellChatDB_v1,user_curated,,NigelHo,,
975,CPI-SC057FFBF19,648,1872,CellChatDB_v1,user_curated,,NigelHo,,
976,CPI-SC050E4FB98,1344,1872,CellChatDB_v1,user_curated,,NigelHo,,
977,CPI-SC08EFFF57F,758,1872,CellChatDB_v1,user_curated,,NigelHo,,
978,CPI-SC056046B09,323,1872,CellChatDB_v1,user_curated,,NigelHo,,
979,CPI-SC075CAFB45,324,1872,CellChatDB_v1,user_curated,,NigelHo,,
980,CPI-SC000D0BE81,325,1872,CellChatDB_v1,user_curated,,NigelHo,,
981,CPI-SC0AB9B0D1C,34,1872,CellChatDB_v1,user_curated,,NigelHo,,
982,CPI-SC080A521BC,33,1872,CellChatDB_v1,user_curated,,NigelHo,,
983,CPI-SC0D9109BD3,412,1872,CellChatDB_v1,user_curated,,NigelHo,,
984,CPI-SC04DA60CB5,760,1872,CellChatDB_v1,user_curated,,NigelHo,,
985,CPI-SC0C45A703C,759,1872,CellChatDB_v1,user_curated,,NigelHo,,
986,CPI-SC0EFF6B8EF,1539,1872,CellChatDB_v1,user_curated,,NigelHo,,
987,CPI-SC0A7C59B2B,1249,1872,CellChatDB_v1,user_curated,,NigelHo,,
988,CPI-SC0359DB814,798,1872,CellChatDB_v1,user_curated,,NigelHo,,
989,CPI-SC0A2AE8448,1540,1872,CellChatDB_v1,user_curated,,NigelHo,,
990,CPI-SC0833FA46C,1541,1872,CellChatDB_v1,user_curated,,NigelHo,,
991,CPI-SC0F691093E,1542,1872,CellChatDB_v1,user_curated,,NigelHo,,
992,CPI-SC0E5CFB22E,1543,1872,CellChatDB_v1,user_curated,,NigelHo,,
993,CPI-SC0B3861983,1544,1872,CellChatDB_v1,user_curated,,NigelHo,,
994,CPI-SC063646C4B,314,1872,CellChatDB_v1,user_curated,,NigelHo,,
995,CPI-SC07ECC973F,1545,1872,CellChatDB_v1,user_curated,,NigelHo,,
996,CPI-SC0FB9210FB,1546,1872,CellChatDB_v1,user_curated,,NigelHo,,
