id_multidata,name,receptor,receptor_desc,other,other_desc,secreted_highlight,secreted_desc,transmembrane,secreted,peripheral,integrin,is_complex
1458,Q9HCN6,,,,,,,,,,,False
1459,P14770,,,,,,,,,,,False
1460,P51674,,,,,,,,,,,False
1461,Q15760,,,,,,,,,,,False
1462,Q9NYM4,,,,,,,,,,,False
1463,P28799,,,,,,,,,,,False
1464,Q02747,,,,,,,,,,,False
1465,Q16661,,,,,,,,,,,False
1466,P25092,,,,,,,,,,,False
1467,P12544,,,,,,,,,,,False
1468,Q9UM44,,,,,,,,,,,False
1469,P04439,,,,,,,,,,,False
1470,P01889,,,,,,,,,,,False
1471,P10321,,,,,,,,,,,False
1472,P28067,,,,,,,,,,,False
1473,P28068,,,,,,,,,,,False
1474,P06340,,,,,,,,,,,False
1475,P13765,,,,,,,,,,,False
1476,P20036,,,,,,,,,,,False
1477,P04440,,,,,,,,,,,False
1478,P01909,,,,,,,,,,,False
1479,P01906,,,,,,,,,,,False
1480,P01920,,,,,,,,,,,False
1481,P01903,,,,,,,,,,,False
1482,P01911,,,,,,,,,,,False
1483,P79483,,,,,,,,,,,False
1484,P13762,,,,,,,,,,,False
1485,Q30154,,,,,,,,,,,False
1486,P41235,,,,,,,,,,,False
1487,Q14541,,,,,,,,,,,False
1488,P28845,,,,,,,,,,,False
1489,P37059,,,,,,,,,,,False
1490,P07900,,,,,,,,,,,False
1491,P98160,,,,,,,,,,,False
1492,P21815,,,,,,,,,,,False
1493,Q9UMF0,,,,,,,,,,,False
1494,P01871,,,,,,,,,,,False
1495,Q5DX21,,,,,,,,,,,False
1496,Q969P0,,,,,,,,,,,False
1497,Q14005,,,,,,,,,,,False
1498,Q9UHF5,,,,,,,,,,,False
1499,Q6EBC2,,,,,,,,,,,False
1500,Q8NI17,,,,,,,,,,,False
1501,O43736,,,,,,,,,,,False
1502,P16389,,,,,,,,,,,False
1503,P22459,,,,,,,,,,,False
1504,Q14721,,,,,,,,,,,False
1505,Q92953,,,,,,,,,,,False
1506,Q9NZV8,,,,,,,,,,,False
1507,Q9UK17,,,,,,,,,,,False
1508,Q9Y6H6,,,,,,,,,,,False
1509,Q9UIX4,,,,,,,,,,,False
1510,Q9UJ96,,,,,,,,,,,False
1511,Q8TAE7,,,,,,,,,,,False
1512,Q8TDN1,,,,,,,,,,,False
1513,Q9NZI2,,,,,,,,,,,False
1514,Q9NS61,,,,,,,,,,,False
1515,Q9Y2W7,,,,,,,,,,,False
1516,Q6PIL6,,,,,,,,,,,False
1517,O00180,,,,,,,,,,,False
1518,O95069,,,,,,,,,,,False
1519,Q96KK3,,,,,,,,,,,False
1520,Q9ULS6,,,,,,,,,,,False
1521,Q9BQ31,,,,,,,,,,,False
1522,A8MYU2,,,,,,,,,,,False
1523,Q6PIU1,,,,,,,,,,,False
1524,Q8TDN2,,,,,,,,,,,False
1525,P43627,,,,,,,,,,,False
1526,Q14954,,,,,,,,,,,False
1527,P43631,,,,,,,,,,,False
1528,P43632,,,,,,,,,,,False
1529,Q8N743,,,,,,,,,,,False
1530,P06870,,,,,,,,,,,False
1531,Q9P0G3,,,,,,,,,,,False
1532,P20151,,,,,,,,,,,False
1533,P07288,,,,,,,,,,,False
1534,Q9Y5K2,,,,,,,,,,,False
1535,Q9Y337,,,,,,,,,,,False
1536,Q92876,,,,,,,,,,,False
1537,P49862,,,,,,,,,,,False
1538,O60259,,,,,,,,,,,False
1539,P25391,,,,,,,,,,,False
1540,Q16363,,,,,,,,,,,False
1541,O15230,,,,,,,,,,,False
1542,P07942,,,,,,,,,,,False
1543,P55268,,,,,,,,,,,False
1544,Q13751,,,,,,,,,,,False
1545,Q13753,,,,,,,,,,,False
1546,Q9Y6N6,,,,,,,,,,,False
1547,Q8TAF8,,,,,,,,,,,False
1548,Q8N149,,,,,,,,,,,False
1549,O75022,,,,,,,,,,,False
1550,O75023,,,,,,,,,,,False
1551,Q9ULH4,,,,,,,,,,,False
1552,Q9BTN0,,,,,,,,,,,False
1553,Q07954,,,,,,,,,,,False
1554,Q8TF66,,,,,,,,,,,False
1555,Q9HBW1,,,,,,,,,,,False
1556,Q8N7C0,,,,,,,,,,,False
1557,O95711,,,,,,,,,,,False
1558,Q9Y5Y7,,,,,,,,,,,False
1559,P20645,,,,,,,,,,,False
1560,P20916,,,,,,,,,,,False
1561,Q9UEW3,,,,,,,,,,,False
1562,P04201,,,,,,,,,,,False
1563,P14174,,,,,,,,,,,False
1564,Q7Z6M3,,,,,,,,,,,False
1565,P50281,,,,,,,,,,,False
1566,Q8NHP6,,,,,,,,,,,False
1567,O75970,,,,,,,,,,,False
1568,P25189,,,,,,,,,,,False
1569,Q95460,,,,,,,,,,,False
1570,Q01362,,,,,,,,,,,False
1571,P43490,,,,,,,,,,,False
1572,O15394,,,,,,,,,,,False
1573,P19338,,,,,,,,,,,False
1574,O76036,,,,,,,,,,,False
1575,O95944,,,,,,,,,,,False
1576,Q92542,,,,,,,,,,,False
1577,Q7Z3B1,,,,,,,,,,,False
1578,O94856,,,,,,,,,,,False
1579,O14745,,,,,,,,,,,False
1580,Q5JPE7,,,,,,,,,,,False
1581,Q6UXI9,,,,,,,,,,,False
1582,P16860,,,,,,,,,,,False
1583,P23582,,,,,,,,,,,False
1584,P20594,,,,,,,,,,,False
1585,P17342,,,,,,,,,,,False
1586,Q9HCQ7,,,,,,,,,,,False
1587,Q99463,,,,,,,,,,,False
1588,P51843,,,,,,,,,,,False
1589,Q15466,,,,,,,,,,,False
1590,P20393,,,,,,,,,,,False
1591,Q14995,,,,,,,,,,,False
1592,Q14994,,,,,,,,,,,False
1593,P13056,,,,,,,,,,,False
1594,P49116,,,,,,,,,,,False
1595,Q9Y466,,,,,,,,,,,False
1596,Q9Y5X4,,,,,,,,,,,False
1597,P10589,,,,,,,,,,,False
1598,P24468,,,,,,,,,,,False
1599,P10588,,,,,,,,,,,False
1600,P22736,,,,,,,,,,,False
1601,P43354,,,,,,,,,,,False
1602,Q92570,,,,,,,,,,,False
1603,Q13285,,,,,,,,,,,False
1604,O00482,,,,,,,,,,,False
1605,Q15406,,,,,,,,,,,False
1606,Q9Y2I2,,,,,,,,,,,False
1607,Q96CW9,,,,,,,,,,,False
1608,Q16625,,,,,,,,,,,False
1609,Q8IYS5,,,,,,,,,,,False
1610,P61366,,,,,,,,,,,False
1611,Q99572,,,,,,,,,,,False
1612,Q96RD7,,,,,,,,,,,False
1613,Q8TEW0,,,,,,,,,,,False
1614,Q96QU1,,,,,,,,,,,False
1615,Q9Y5I3,,,,,,,,,,,False
1616,Q9Y5I2,,,,,,,,,,,False
1617,Q9Y5I1,,,,,,,,,,,False
1618,Q9UN75,,,,,,,,,,,False
1619,Q9Y5I0,,,,,,,,,,,False
1620,Q9Y5H9,,,,,,,,,,,False
1621,Q9Y5H8,,,,,,,,,,,False
1622,Q9UN74,,,,,,,,,,,False
1623,Q9Y5H7,,,,,,,,,,,False
1624,Q9UN73,,,,,,,,,,,False
1625,Q9UN72,,,,,,,,,,,False
1626,Q9Y5H6,,,,,,,,,,,False
1627,Q9Y5H5,,,,,,,,,,,False
1628,Q9H158,,,,,,,,,,,False
1629,Q9Y5I4,,,,,,,,,,,False
1630,Q9Y5F3,,,,,,,,,,,False
1631,Q9UN67,,,,,,,,,,,False
1632,Q9Y5F2,,,,,,,,,,,False
1633,Q9Y5F1,,,,,,,,,,,False
1634,Q9Y5F0,,,,,,,,,,,False
1635,Q9Y5E9,,,,,,,,,,,False
1636,Q9Y5E8,,,,,,,,,,,False
1637,Q9NRJ7,,,,,,,,,,,False
1638,Q9Y5E7,,,,,,,,,,,False
1639,Q9Y5E6,,,,,,,,,,,False
1640,Q9Y5E5,,,,,,,,,,,False
1641,Q9Y5E4,,,,,,,,,,,False
1642,Q9Y5E3,,,,,,,,,,,False
1643,Q9Y5E2,,,,,,,,,,,False
1644,Q9UN66,,,,,,,,,,,False
1645,Q9Y5E1,,,,,,,,,,,False
1646,Q9Y5H4,,,,,,,,,,,False
1647,Q9Y5H3,,,,,,,,,,,False
1648,Q9Y5H2,,,,,,,,,,,False
1649,O60330,,,,,,,,,,,False
1650,Q9Y5H1,,,,,,,,,,,False
1651,Q9Y5H0,,,,,,,,,,,False
1652,Q9Y5G9,,,,,,,,,,,False
1653,Q9Y5G8,,,,,,,,,,,False
1654,Q9Y5G7,,,,,,,,,,,False
1655,Q9Y5G6,,,,,,,,,,,False
1656,Q9Y5G5,,,,,,,,,,,False
1657,Q9Y5G4,,,,,,,,,,,False
1658,Q9Y5G3,,,,,,,,,,,False
1659,Q9Y5G2,,,,,,,,,,,False
1660,Q9Y5G1,,,,,,,,,,,False
1661,Q9UN71,,,,,,,,,,,False
1662,Q9Y5G0,,,,,,,,,,,False
1663,Q9Y5F9,,,,,,,,,,,False
1664,Q9Y5F8,,,,,,,,,,,False
1665,Q9UN70,,,,,,,,,,,False
1666,Q9Y5F7,,,,,,,,,,,False
1667,Q9Y5F6,,,,,,,,,,,False
1668,Q5VY43,,,,,,,,,,,False
1669,P10720,,,,,,,,,,,False
1670,Q9UKJ0,,,,,,,,,,,False
1671,P98161,,,,,,,,,,,False
1672,Q8TDX9,,,,,,,,,,,False
1673,Q7Z443,,,,,,,,,,,False
1674,Q13563,,,,,,,,,,,False
1675,Q9P0L9,,,,,,,,,,,False
1676,Q15063,,,,,,,,,,,False
1677,P04156,,,,,,,,,,,False
1678,P07225,,,,,,,,,,,False
1679,P07477,,,,,,,,,,,False
1680,P07478,,,,,,,,,,,False
1681,P35030,,,,,,,,,,,False
1682,P49768,,,,,,,,,,,False
1683,P49810,,,,,,,,,,,False
1684,Q9NZ42,,,,,,,,,,,False
1685,Q9P2B2,,,,,,,,,,,False
1686,P23219,,,,,,,,,,,False
1687,P35354,,,,,,,,,,,False
1688,P18433,,,,,,,,,,,False
1689,P28827,,,,,,,,,,,False
1690,P63244,,,,,,,,,,,False
1691,Q9HD89,,,,,,,,,,,False
1692,Q96DX8,,,,,,,,,,,False
1693,P60903,,,,,,,,,,,False
1694,Q96PL1,,,,,,,,,,,False
1695,Q9Y5Y9,,,,,,,,,,,False
1696,P37088,,,,,,,,,,,False
1697,P51168,,,,,,,,,,,False
1698,P51172,,,,,,,,,,,False
1699,P51170,,,,,,,,,,,False
1700,O75056,,,,,,,,,,,False
1701,P31431,,,,,,,,,,,False
1702,Q13214,,,,,,,,,,,False
1703,O95025,,,,,,,,,,,False
1704,Q9NS98,,,,,,,,,,,False
1705,Q9NPR2,,,,,,,,,,,False
1706,Q9P283,,,,,,,,,,,False
1707,Q9H3T3,,,,,,,,,,,False
1708,Q96DU3,,,,,,,,,,,False
1709,Q13621,,,,,,,,,,,False
1710,Q9BXP2,,,,,,,,,,,False
1711,O15427,,,,,,,,,,,False
1712,O95907,,,,,,,,,,,False
1713,P08195,,,,,,,,,,,False
1714,Q01650,,,,,,,,,,,False
1715,Q9UHI5,,,,,,,,,,,False
1716,P55000,,,,,,,,,,,False
1717,P0DP57,,,,,,,,,,,False
1718,Q99835,,,,,,,,,,,False
1719,P43307,,,,,,,,,,,False
1720,P43308,,,,,,,,,,,False
1721,Q9UNL2,,,,,,,,,,,False
1722,P51571,,,,,,,,,,,False
1723,Q7L0J3,,,,,,,,,,,False
1724,Q7L1I2,,,,,,,,,,,False
1725,Q496J9,,,,,,,,,,,False
1726,Q86UU9,,,,,,,,,,,False
1727,P49746,,,,,,,,,,,False
1728,P35443,,,,,,,,,,,False
1729,P35590,,,,,,,,,,,False
1730,O00206,,,,,,,,,,,False
1731,Q9NYK1,,,,,,,,,,,False
1732,Q15363,,,,,,,,,,,False
1733,Q24JP5,,,,,,,,,,,False
1734,Q9NV96,,,,,,,,,,,False
1735,Q3MIR4,,,,,,,,,,,False
1736,Q96BF3,,,,,,,,,,,False
1737,P0DMS9,,,,,,,,,,,False
1738,Q9UQP3,,,,,,,,,,,False
1739,Q92752,,,,,,,,,,,False
1740,P22105,,,,,,,,,,,False
1741,Q9NP99,,,,,,,,,,,False
1742,O95859,,,,,,,,,,,False
1743,P50607,,,,,,,,,,,False
1744,O00295,,,,,,,,,,,False
1745,P17643,,,,,,,,,,,False
1746,O75841,,,,,,,,,,,False
1747,O75631,,,,,,,,,,,False
1748,Q9BT76,,,,,,,,,,,False
1749,Q8TAA9,,,,,,,,,,,False
1750,Q9ULK5,,,,,,,,,,,False
1751,O00744,,,,,,,,,,,False
1752,L0N195,,,,,,,,,,,False
1753,A0A087WWS6,,,,,,,,,,,False
1754,Activin AB,,,,,,,,,,,True
1755,Inhibin A,,,,,,,,,,,True
1756,Inhibin B,,,,,,,,,,,True
1757,IL12AB,,,,,,,,,,,True
1758,IL23 complex,,,,,,,,,,,True
1759,IL27 complex,,,,,,,,,,,True
1760,IL17AF,,,,,,,,,,,True
1761,LTa1b2,,,,,,,,,,,True
1762,GP complex,,,,,,,,,,,True
1763,ACVR1_ACVR2A,,,,,,,,,,,True
1764,ACVR1_ACVR2B,,,,,,,,,,,True
1765,ACVR1_BMPR2,,,,,,,,,,,True
1766,ACVR1_TGFbR,,,,,,,,,,,True
1767,ACVR1B_ACVR2A,,,,,,,,,,,True
1768,ACVR1B_ACVR2A_CFC1,,,,,,,,,,,True
1769,ACVR1B_ACVR2B,,,,,,,,,,,True
1770,ACVR1B_ACVR2B_CFC1,,,,,,,,,,,True
1771,ACVR1B_BMPR2,,,,,,,,,,,True
1772,ACVR1B_TGFbR2,,,,,,,,,,,True
1773,ACVR1C_ACVR2A,,,,,,,,,,,True
1774,ACVR1C_ACVR2A_CFC1,,,,,,,,,,,True
1775,ACVR1C_ACVR2B,,,,,,,,,,,True
1776,ACVR1C_ACVR2B_CFC1,,,,,,,,,,,True
1777,ACVR1C_TGFbR2,,,,,,,,,,,True
1778,ACVRL1_ACVR2A,,,,,,,,,,,True
1779,ACVRL1_BMPR2,,,,,,,,,,,True
1780,AMHR2_ACVR1,,,,,,,,,,,True
1781,AMHR2_BMPR1A,,,,,,,,,,,True
1782,BMPR1A_ACVR2A,,,,,,,,,,,True
1783,BMPR1A_ACVR2B,,,,,,,,,,,True
1784,BMPR1A_BMPR2,,,,,,,,,,,True
1785,BMPR1B_ACVR2A,,,,,,,,,,,True
1786,BMPR1B_ACVR2B,,,,,,,,,,,True
1787,BMPR1B_BMPR2,,,,,,,,,,,True
1788,CD74_CD44,,,,,,,,,,,True
1789,CD74_CXCR2,,,,,,,,,,,True
1790,CD74_CXCR4,,,,,,,,,,,True
1791,CD8 receptor,,,,,,,,,,,True
1792,CNTFR_LIFR,,,,,,,,,,,True
1793,CNTN1_CNTNAP1,,,,,,,,,,,True
1794,CNTN2_CNTNAP2,,,,,,,,,,,True
1795,CSF2RA_CSF2RB,,,,,,,,,,,True
1796,EGFR_ERBB2,,,,,,,,,,,True
1797,ERBB2_ERBB3,,,,,,,,,,,True
1798,ERBB2_ERBB4,,,,,,,,,,,True
1799,FLT1_KDR,,,,,,,,,,,True
1800,FLT4_KDR,,,,,,,,,,,True
1801,FPR2_LXA4,,,,,,,,,,,True
1802,FZD1_LRP5,,,,,,,,,,,True
1803,FZD1_LRP6,,,,,,,,,,,True
1804,FZD10_LRP5,,,,,,,,,,,True
1805,FZD10_LRP6,,,,,,,,,,,True
1806,FZD2_LRP5,,,,,,,,,,,True
1807,FZD2_LRP6,,,,,,,,,,,True
1808,FZD3_LRP5,,,,,,,,,,,True
1809,FZD3_LRP6,,,,,,,,,,,True
1810,FZD4_LRP5,,,,,,,,,,,True
1811,FZD4_LRP6,,,,,,,,,,,True
1812,FZD5_LRP5,,,,,,,,,,,True
1813,FZD5_LRP6,,,,,,,,,,,True
1814,FZD6_LRP5,,,,,,,,,,,True
1815,FZD6_LRP6,,,,,,,,,,,True
1816,FZD7_LRP5,,,,,,,,,,,True
1817,FZD7_LRP6,,,,,,,,,,,True
1818,FZD8_LRP5,,,,,,,,,,,True
1819,FZD8_LRP6,,,,,,,,,,,True
1820,FZD9_LRP5,,,,,,,,,,,True
1821,FZD9_LRP6,,,,,,,,,,,True
1822,GFRA1_RET,,,,,,,,,,,True
1823,GFRA2_RET,,,,,,,,,,,True
1824,GFRA3_RET,,,,,,,,,,,True
1825,GFRA4_RET,,,,,,,,,,,True
1826,IFNAR1_IFNAR2,,,,,,,,,,,True
1827,IFNGR1_IFNGR2,,,,,,,,,,,True
1828,IFNLR1_IL10RB,,,,,,,,,,,True
1829,IL10RA_IL10RB,,,,,,,,,,,True
1830,IL11R complex,,,,,,,,,,,True
1831,IL12RB1_IL12RB2,,,,,,,,,,,True
1832,IL15RA_IL2RB,,,,,,,,,,,True
1833,IL17RA_IL17RB,,,,,,,,,,,True
1834,IL17RA_IL17RC,,,,,,,,,,,True
1835,IL17RA_IL17RE,,,,,,,,,,,True
1836,IL18R1_IL18RAP,,,,,,,,,,,True
1837,IL1R1_IL1RAP,,,,,,,,,,,True
1838,IL1RL1_IL1RAP,,,,,,,,,,,True
1839,IL1RL2_IL1RAP,,,,,,,,,,,True
1840,IL2RA_IL2RB,,,,,,,,,,,True
1841,IL21R_IL2RG,,,,,,,,,,,True
1842,IL22RA1_IL10RB,,,,,,,,,,,True
1843,IL22RA1_IL20RB,,,,,,,,,,,True
1844,IL20RA_IL20RB,,,,,,,,,,,True
1845,IL20RA_IL10RB,,,,,,,,,,,True
1846,IL23R_IL12RB1,,,,,,,,,,,True
1847,IL27RA_IL6ST,,,,,,,,,,,True
1848,IL2RB_IL2RG,,,,,,,,,,,True
1849,IL31RA_OSMR,,,,,,,,,,,True
1850,IL3RA_CSF2RB,,,,,,,,,,,True
1851,IL4R_IL13RA1,,,,,,,,,,,True
1852,IL4R_IL13RA2,,,,,,,,,,,True
1853,IL4R_IL2RG,,,,,,,,,,,True
1854,IL5RA_CSF2RB,,,,,,,,,,,True
1855,IL6R_IL6ST,,,,,,,,,,,True
1856,IL7R_CRLF2,,,,,,,,,,,True
1857,IL7R_IL2RG,,,,,,,,,,,True
1858,IL9R_IL2RG,,,,,,,,,,,True
1859,ITGA1_ITGB1,,,,,,,,,,,True
1860,ITGA10_ITGB1,,,,,,,,,,,True
1861,ITGA11_ITGB1,,,,,,,,,,,True
1862,ITGA2_ITGB1,,,,,,,,,,,True
1863,ITGA2B_ITGB3,,,,,,,,,,,True
1864,ITGA3_ITGB1,,,,,,,,,,,True
1865,ITGA4_ITGB1,,,,,,,,,,,True
1866,ITGA4_ITGB7,,,,,,,,,,,True
1867,ITGA5_ITGB1,,,,,,,,,,,True
1868,ITGA6_ITGB1,,,,,,,,,,,True
1869,ITGA6_ITGB4,,,,,,,,,,,True
1870,ITGA7_ITGB1,,,,,,,,,,,True
1871,ITGA8_ITGB1,,,,,,,,,,,True
1872,ITGA9_ITGB1,,,,,,,,,,,True
1873,ITGAE_ITGB7,,,,,,,,,,,True
1874,ITGAL_ITGB2,,,,,,,,,,,True
1875,ITGAM_ITGB2,,,,,,,,,,,True
1876,ITGAV_ITGB1,,,,,,,,,,,True
1877,ITGAV_ITGB3,,,,,,,,,,,True
1878,ITGAV_ITGB5,,,,,,,,,,,True
1879,ITGAV_ITGB6,,,,,,,,,,,True
1880,ITGAV_ITGB8,,,,,,,,,,,True
1881,ITGAX_ITGB2,,,,,,,,,,,True
1882,ITGB1_ITGA1,,,,,,,,,,,True
1883,KLRD1_KLRC1,,,,,,,,,,,True
1884,KLRD1_KLRC2,,,,,,,,,,,True
1885,KLRK1_HCST,,,,,,,,,,,True
1886,LIFR_IL6ST,,,,,,,,,,,True
1887,Npnt complex 1,,,,,,,,,,,True
1888,Npnt complex 2,,,,,,,,,,,True
1889,NRP1_NRP2,,,,,,,,,,,True
1890,NRP1_PLXNA1,,,,,,,,,,,True
1891,NRP1_PLXNA2,,,,,,,,,,,True
1892,NRP1_PLXNA3,,,,,,,,,,,True
1893,NRP1_PLXNA4,,,,,,,,,,,True
1894,NRP2_PLXNA1,,,,,,,,,,,True
1895,NRP2_PLXNA2,,,,,,,,,,,True
1896,NRP2_PLXNA3,,,,,,,,,,,True
1897,NRP2_PLXNA4,,,,,,,,,,,True
1898,OSMR_IL6ST,,,,,,,,,,,True
1899,PLXNA1_KDR,,,,,,,,,,,True
1900,PLXNA1_TREM2,,,,,,,,,,,True
1901,PTCH1_SMO,,,,,,,,,,,True
1902,PTCH2_SMO,,,,,,,,,,,True
1903,TGFBR1_ACVR2A,,,,,,,,,,,True
1904,TGFBR1_ACVR2B,,,,,,,,,,,True
1905,TGFbR1_R2,,,,,,,,,,,True
1906,CD94:NKG2A,,,,,,,,,,,True
1907,CD94:NKG2C,,,,,,,,,,,True
1908,CD94:NKG2E,,,,,,,,,,,True
1909,CALCRL_RAMP1,,,,,,,,,,,True
1910,CALCRL_RAMP2,,,,,,,,,,,True
1911,CALCRL_RAMP3,,,,,,,,,,,True
1912,PROCR_HSP90AA1,,,,,,,,,,,True
1913,PROCR_F2R,,,,,,,,,,,True
1914,ITGAD_ITGB2,,,,,,,,,,,True
1915,TENM2_FLRT1,,,,,,,,,,,True
1916,TENM2_FLRT3,,,,,,,,,,,True
1917,TENM4_FLRT1,,,,,,,,,,,True
1918,TENM4_FLRT3,,,,,,,,,,,True
1919,TENM3_FLRT1,,,,,,,,,,,True
1920,TENM3_FLRT3,,,,,,,,,,,True
1921,GPHB5_GPHA2,,,,,,,,,,,True
1922,CGA_TSHB,,,,,,,,,,,True
1923,NKG2D_HCST,,,,,,,,,,,True
1924,AMHR2_BMPR1B,,,,,,,,,,,True
1925,CALCR_RAMP1,,,,,,,,,,,True
1926,CALCR_RAMP2,,,,,,,,,,,True
1927,CALCR_RAMP3,,,,,,,,,,,True
1928,BCR_CD45_CD22,,,,,,,,,,,True
1929,CUBN_AMN,,,,,,,,,,,True
1930,12oxoLTB4-PTGR1,,,,,,,,,,,True
1931,22HC-CYP11A1,,,,,,,,,,,True
1932,22HC-CYP3A4,,,,,,,,,,,True
1933,2AG-DAGLA,,,,,,,,,,,True
1934,2AG-DAGLB,,,,,,,,,,,True
1935,5alphaP-DHRS9,,,,,,,,,,,True
1936,TREM2_TYROBP,,,,,,,,,,,True
1937,CHRN_A3B4,,,,,,,,,,,True
1938,CHRN_A4B2,,,,,,,,,,,True
1939,Aldo-CYP11B2,,,,,,,,,,,True
1940,Androstenedione-CYP17A1,,,,,,,,,,,True
1941,Androsterone-HSD17B6,,,,,,,,,,,True
1942,RA-ALDH1A1,,,,,,,,,,,True
1943,RARA_CRABP2,,,,,,,,,,,True
1944,RARA_RXRA_CRABP2,,,,,,,,,,,True
1945,RARB_CRABP2,,,,,,,,,,,True
1946,RARB_RXRB_CRABP2,,,,,,,,,,,True
1947,RARG_CRABP2,,,,,,,,,,,True
1948,RARG_RXRG_CRABP2,,,,,,,,,,,True
1949,RXRA_CRABP2,,,,,,,,,,,True
1950,RXRB_CRABP2,,,,,,,,,,,True
1951,RXRG_CRABP2,,,,,,,,,,,True
1952,RA-ALDH1A2,,,,,,,,,,,True
1953,RA-ALDH1A3,,,,,,,,,,,True
1954,Calcitriol-CYP27B1,,,,,,,,,,,True
1955,Cholesterol-CEL,,,,,,,,,,,True
1956,Cholesterol-DHCR24,,,,,,,,,,,True
1957,Cholesterol-DHCR7,,,,,,,,,,,True
1958,Cholesterol-LIPA,,,,,,,,,,,True
1959,Cort-CYP11B1,,,,,,,,,,,True
1960,DHEA-STS,,,,,,,,,,,True
1961,Desmosterol-DHCR7,,,,,,,,,,,True
1962,DOC-CYP21A2,,,,,,,,,,,True
1963,DHEAS-SULT1E1,,,,,,,,,,,True
1964,DHEAS-SULT2A1,,,,,,,,,,,True
1965,DHEAS-SULT2B,,,,,,,,,,,True
1966,DHT-SRD5A1,,,,,,,,,,,True
1967,DHT-SRD5A2,,,,,,,,,,,True
1968,DHT-SRD5A3,,,,,,,,,,,True
1969,E2-CYP19A1,,,,,,,,,,,True
1970,E2-HSD17B1,,,,,,,,,,,True
1971,LTB4-LTA4H,,,,,,,,,,,True
1972,LTC4-LTC4S,,,,,,,,,,,True
1973,LTD4-GGT1,,,,,,,,,,,True
1974,LTE4-DPEP1,,,,,,,,,,,True
1975,LTE4-DPEP2,,,,,,,,,,,True
1976,LTE4-DPEP3,,,,,,,,,,,True
1977,LXA4-ALOX12,,,,,,,,,,,True
1978,LXA4-ALOX5,,,,,,,,,,,True
1979,Melatonin-ASMT,,,,,,,,,,,True
1980,Pregnenolone-CYP11A1,,,,,,,,,,,True
1981,Progesterone-HSD3B1,,,,,,,,,,,True
1982,CATSPER1_CATSPERB,,,,,,,,,,,True
1983,CATSPER1_CATSPERD,,,,,,,,,,,True
1984,CATSPER2_CATSPERB,,,,,,,,,,,True
1985,CATSPER2_CATSPERD,,,,,,,,,,,True
1986,CATSPER3_CATSPERB,,,,,,,,,,,True
1987,CATSPER3_CATSPERD,,,,,,,,,,,True
1988,CATSPER4_CATSPERB,,,,,,,,,,,True
1989,CATSPER4_CATSPERD,,,,,,,,,,,True
1990,PGD2-AKR1C3,,,,,,,,,,,True
1991,PGE2-PTGES,,,,,,,,,,,True
1992,PGE2-PTGES2,,,,,,,,,,,True
1993,PGE2-PTGES3,,,,,,,,,,,True
1994,PGF2a-CBR1,,,,,,,,,,,True
1995,PGF2a-PRXL2B,,,,,,,,,,,True
1996,5-HT-DOPA-DDC,,,,,,,,,,,True
1997,Testosterone-AKR1D1,,,,,,,,,,,True
1998,Testosterone-HSD17B12,,,,,,,,,,,True
1999,Testosterone-HSD17B3,,,,,,,,,,,True
2000,TXA2-TBXAS1,,,,,,,,,,,True
2001,5-HT-TPH1_SLC18A1,,,,,,,,,,,True
2002,HTR3_complex,,,,,,,,,,,True
2003,5-HT-TPH1_SLC18A2,,,,,,,,,,,True
2004,5-HT-TPH1_SLC6A4,,,,,,,,,,,True
2005,5-HT-TPH2_SLC18A1,,,,,,,,,,,True
2006,5-HT-TPH2_SLC18A2,,,,,,,,,,,True
2007,5-HT-TPH2_SLC6A4,,,,,,,,,,,True
2008,Ach-CHAT_SLC10A4,,,,,,,,,,,True
2009,CHRN_A1_2B1DE,,,,,,,,,,,True
2010,CHRN_A1_2B1DG,,,,,,,,,,,True
2011,Ach-CHAT_SLC18A3,,,,,,,,,,,True
2012,Ach-CHAT_SLC5A7,,,,,,,,,,,True
2013,GABR_A1B3G2,,,,,,,,,,,True
2014,GABR_A1B2G2,,,,,,,,,,,True
2015,GABR_A1B2,,,,,,,,,,,True
2016,GABR_A1B3,,,,,,,,,,,True
2017,GABR_A1B2D,,,,,,,,,,,True
2018,GABR_A2B3G2,,,,,,,,,,,True
2019,GABR_A3B3G2,,,,,,,,,,,True
2020,GABR_A3B3Q,,,,,,,,,,,True
2021,GABR_A3B3E,,,,,,,,,,,True
2022,GABR_A4B3G2,,,,,,,,,,,True
2023,GABR_A4B3D,,,,,,,,,,,True
2024,GABR_A4B2D,,,,,,,,,,,True
2025,GABR_A5B3G2,,,,,,,,,,,True
2026,GABR_A6B3G2,,,,,,,,,,,True
2027,GABR_A6B3D,,,,,,,,,,,True
2028,GABA-GAD1_SLC32A1,,,,,,,,,,,True
2029,GABA-GAD1_SLC6A1,,,,,,,,,,,True
2030,GABA-GAD1_SLC6A11,,,,,,,,,,,True
2031,GABA-GAD1_SLC6A12,,,,,,,,,,,True
2032,GABA-GAD1_SLC6A13,,,,,,,,,,,True
2033,GABA-GAD1_SLC6A6,,,,,,,,,,,True
2034,GABA-GAD1_SLC6A8,,,,,,,,,,,True
2035,GABA-GAD2_SLC32A1,,,,,,,,,,,True
2036,GABA-GAD2_SLC6A1,,,,,,,,,,,True
2037,GABA-GAD2_SLC6A11,,,,,,,,,,,True
2038,GABA-GAD2_SLC6A12,,,,,,,,,,,True
2039,GABA-GAD2_SLC6A13,,,,,,,,,,,True
